-1.511194,1.495621
-1.511194,1.494447
-1.511037,1.493267
-1.510722,1.492109
-1.510251,1.490990
-1.509630,1.489935
-1.509014,1.489133
-1.508680,1.488764
-1.508518,1.488600
-1.508444,1.488531
-1.508438,1.488525
-1.508437,1.488524
-1.508437,1.488524
-1.508437,1.488525
-1.508744,1.488830
-1.509502,1.489729
-1.510136,1.490721
-1.510637,1.491796
-1.510993,1.492938
-1.511196,1.494132
-1.511239,1.495350
-1.511117,1.496567
-1.510835,1.497756
-1.510373,1.497930
-1.510107,1.498418
-1.509438,1.499382
-1.508645,1.500253
-1.507738,1.501015
-1.506726,1.501658
-1.505624,1.502165
-1.504453,1.502525
-1.503495,1.502696
-1.503014,1.502745
-1.502763,1.502760
-1.502634,1.502764
-1.502619,1.502765
-1.490246,1.503092
-1.361477,1.507439
-1.228058,1.509742
-1.094943,1.510760
-0.961562,1.511101
-0.828167,1.511072
-0.695088,1.510824
-0.561766,1.510475
-0.428427,1.510126
-0.295328,1.509833
-0.162046,1.509624
-0.028722,1.509531
0.104427,1.509549
0.237736,1.509701
0.371078,1.509978
0.504244,1.510340
0.637587,1.510757
0.770897,1.511230
0.904048,1.511724
1.037418,1.512231
1.170707,1.512748
1.303845,1.513281
1.408616,1.513563
1.456438,1.513545
1.478940,1.513552
1.489849,1.513572
1.493758,1.513584
1.493696,1.513585
1.493633,1.513585
1.494633,1.513560
1.495770,1.513388
1.497160,1.512961
1.498343,1.512442
1.499446,1.511768
1.500444,1.510958
1.501283,1.510072
1.501368,1.509958
1.501915,1.508967
1.502324,1.507917
1.502586,1.506848
1.502674,1.506211
1.502700,1.505905
1.502708,1.505758
1.502711,1.505695
1.502711,1.505694
1.497281,1.459942
1.484186,1.328117
1.479118,1.195333
1.478408,1.062409
1.480011,0.929199
1.482821,0.795950
1.486045,0.662858
1.489273,0.529612
1.492324,0.396320
1.495076,0.263198
1.497510,0.129856
1.499653,-0.003403
1.501529,-0.136524
1.503159,-0.269870
1.504573,-0.403143
1.505825,-0.536269
1.506914,-0.669603
1.507864,-0.802953
1.508716,-0.936019
1.509471,-1.069352
1.510122,-1.202711
1.510688,-1.335233
1.511153,-1.422480
1.511159,-1.463245
1.511200,-1.482376
1.511219,-1.493708
1.511220,-1.493870
1.511220,-1.493876
1.511223,-1.494050
1.511151,-1.495261
1.510915,-1.496468
1.510393,-1.497952
1.510833,-1.497222
1.510211,-1.498204
1.509463,-1.499100
1.508597,-1.499893
1.507626,-1.500570
1.506561,-1.501119
1.505418,-1.501525
1.504323,-1.501761
1.503705,-1.501835
1.503383,-1.501856
1.503217,-1.501863
1.503163,-1.501864
1.502633,-1.501863
1.414375,-1.505497
1.280922,-1.509048
1.147487,-1.510500
1.014326,-1.510846
0.880985,-1.510595
0.747650,-1.509992
0.614515,-1.509226
0.481296,-1.508412
0.348003,-1.507651
0.214887,-1.507003
0.081647,-1.506488
-0.051654,-1.506112
-0.184780,-1.505884
-0.318135,-1.505781
-0.451438,-1.505775
-0.584596,-1.505868
-0.717977,-1.506046
-0.851321,-1.506276
-0.984461,-1.506545
-1.117827,-1.506834
-1.251209,-1.507130
-1.374817,-1.507341
-1.439959,-1.507173
-1.471419,-1.507122
-1.486276,-1.507116
-1.493696,-1.507128
-1.493627,-1.507128
-1.493558,-1.507128
-1.494063,-1.507129
-1.495185,-1.507023
-1.496320,-1.506758
-1.497748,-1.506216
-1.498870,-1.505613
-1.499918,-1.504854
-1.500840,-1.503979
-1.501408,-1.503321
-1.501729,-1.502783
-1.502192,-1.501758
-1.502515,-1.500679
-1.502662,-1.499846
-1.502703,-1.499443
-1.502715,-1.499255
-1.502719,-1.499173
-1.502720,-1.499173
-1.501449,-1.480553
-1.485905,-1.352896
-1.479024,-1.220338
-1.477374,-1.087317
-1.478539,-0.954251
-1.481204,-0.821060
-1.484461,-0.687796
-1.487786,-0.554695
-1.490940,-0.421378
-1.493833,-0.288128
-1.496400,-0.155006
-1.498648,-0.021659
-1.500616,0.111608
-1.502340,0.244727
-1.503831,0.378069
-1.505118,0.511396
-1.506266,0.644471
-1.507274,0.777803
-1.508157,0.911155
-1.508941,1.044233
-1.509640,1.177569
-1.510247,1.310928
-1.510510,1.410832
-1.510325,1.457873
-1.510290,1.479687
-1.510295,1.490288
-1.510288,1.494008
-1.510289,1.493992
-1.510289,1.493975
-1.510290,1.493959
